,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,pH,sulphates,alcohol,quality
918,5.8,0.29,0.15,1.1,0.028999999999999998,12.0,83.0,3.3,0.4,11.4,7
919,5.6,0.22,0.32,1.2,0.024,29.0,97.0,3.2,0.46,13.05,6
920,6.8,0.32,0.23,3.3,0.026000000000000002,31.0,99.0,3.1,0.4,12.4,7
921,6.0,0.27,0.26,1.3,0.038,32.0,138.0,3.46,0.43,11.1,7
922,6.5,0.16,0.33,1.0,0.027000000000000003,23.0,75.0,3.3,0.39,11.4,7
923,8.3,0.22,0.34,1.1,0.043,20.0,116.0,3.0,0.47,10.2,5
924,6.9,0.29,0.32,5.8,0.04,16.0,112.0,3.04,0.58,11.2,6
925,5.9,0.42,0.36,2.4,0.034,19.0,77.0,3.25,0.48,10.9,6
926,5.8,0.27,0.2,7.3,0.04,42.0,145.0,3.15,0.48,9.8,5
927,6.1,0.44,0.28,4.25,0.032,43.0,132.0,3.26,0.47,11.3,7
928,6.6,0.21,0.39,2.3,0.040999999999999995,31.0,102.0,3.22,0.58,10.9,6
929,6.5,0.21,0.35,5.7,0.043,47.0,197.0,3.24,0.5,10.1,6
930,5.9,0.18,0.28,1.0,0.037000000000000005,24.0,88.0,3.29,0.55,10.65,6
931,5.6,0.695,0.06,6.8,0.042,9.0,84.0,3.44,0.44,10.2,5
932,7.1,0.43,0.25,2.8,0.036000000000000004,43.0,132.0,3.21,0.47,13.4,7
933,4.9,0.335,0.14,1.3,0.036000000000000004,69.0,168.0,3.47,0.46,10.4666666666667,5
934,5.6,0.27,0.37,0.9,0.025,11.0,49.0,3.29,0.33,13.1,6
935,6.0,0.24,0.34,1.0,0.036000000000000004,52.0,184.0,3.44,0.44,11.45,6
936,6.8,0.3,0.33,12.8,0.040999999999999995,60.0,168.0,3.1,0.56,9.8,5
937,6.4,0.69,0.09,7.6,0.044000000000000004,34.0,144.0,3.26,0.38,10.1,6
938,5.9,0.12,0.28,1.4,0.037000000000000005,36.0,83.0,3.33,0.42,10.9,7
939,6.1,0.22,0.4,1.85,0.031,25.0,111.0,3.03,0.3,11.8,7
940,5.6,0.205,0.16,12.55,0.051,31.0,115.0,3.4,0.38,10.8,6
941,5.4,0.33,0.31,4.0,0.03,27.0,108.0,3.3,0.43,12.2,7
942,6.7,0.15,0.32,7.9,0.034,17.0,81.0,3.29,0.31,10.0,6
943,6.1,0.32,0.33,10.7,0.036000000000000004,27.0,98.0,3.34,0.52,10.2,6
944,6.9,0.31,0.33,12.7,0.038,33.0,116.0,3.04,0.65,10.4,5
945,6.0,0.25,0.28,7.7,0.053,37.0,132.0,3.06,0.5,9.4,6
946,7.2,0.21,0.31,10.5,0.035,36.0,122.0,3.12,0.4,10.6,6
947,6.0,0.17,0.36,1.7,0.042,14.0,61.0,3.22,0.54,10.8,6
948,6.1,0.24,0.32,9.0,0.031,41.0,134.0,3.25,0.26,12.3,6
949,6.1,0.27,0.31,3.9,0.034,42.0,137.0,3.24,0.46,10.9,6
950,7.3,0.36,0.62,7.1,0.033,48.0,185.0,3.14,0.62,10.6,6
951,6.4,0.19,0.35,10.2,0.043,40.0,106.0,3.16,0.5,9.7,6
952,6.0,0.38,0.26,3.5,0.035,38.0,111.0,3.18,0.47,13.6,7
953,6.6,0.19,0.25,1.2,0.052000000000000005,34.0,181.0,3.3,0.42,9.4,6
954,5.5,0.62,0.33,1.7,0.037000000000000005,24.0,118.0,3.15,0.39,13.55,7
955,6.0,0.32,0.3,7.3,0.174,46.0,159.0,3.18,0.49,9.4,6
956,5.7,0.33,0.32,1.4,0.043,28.0,93.0,3.31,0.5,12.3,7
957,6.4,0.105,0.29,1.1,0.035,44.0,140.0,3.17,0.55,10.7,7
958,6.0,0.35,0.46,0.9,0.033,9.0,65.0,3.24,0.35,12.1,6
959,7.3,0.35,0.67,8.3,0.053,10.0,100.0,3.19,0.5,10.9,5
960,5.4,0.375,0.4,3.3,0.054000000000000006,29.0,147.0,3.42,0.52,9.1,5
961,6.4,0.23,0.35,10.3,0.042,54.0,140.0,3.23,0.47,9.2,5
962,6.5,0.28,0.38,7.8,0.031,54.0,216.0,3.03,0.42,13.1,6
963,5.7,0.22,0.25,1.1,0.05,97.0,175.0,3.44,0.62,11.1,6
964,4.4,0.54,0.09,5.1,0.038,52.0,97.0,3.41,0.4,12.2,6
965,6.2,0.23,0.38,1.6,0.044000000000000004,12.0,113.0,3.3,0.73,11.4,6
966,6.0,0.52,0.33,7.7,0.046,24.0,119.0,3.04,0.38,11.0,6
967,6.0,0.41,0.23,1.1,0.066,22.0,148.0,3.3,0.47,9.63333333333333,5
968,5.7,0.41,0.21,1.9,0.048,30.0,112.0,3.29,0.55,11.2,6
969,6.1,0.32,0.28,6.6,0.021,29.0,132.0,3.15,0.36,11.45,6
970,5.0,0.2,0.4,1.9,0.015,20.0,98.0,3.37,0.55,12.05,6
971,7.4,0.22,0.26,1.2,0.035,18.0,97.0,3.12,0.41,9.7,5
972,6.2,0.38,0.42,2.5,0.038,34.0,117.0,3.36,0.59,11.6,7
973,6.6,0.34,0.4,8.1,0.046,68.0,170.0,3.15,0.5,9.53333333333333,5
974,5.5,0.32,0.13,1.3,0.037000000000000005,45.0,156.0,3.26,0.38,10.7,5
975,6.6,0.34,0.4,8.1,0.046,68.0,170.0,3.15,0.5,9.55,5
976,6.2,0.41,0.22,1.9,0.023,5.0,56.0,3.04,0.79,13.0,6
977,6.5,0.23,0.38,1.3,0.032,29.0,112.0,3.29,0.54,9.7,6
978,6.2,0.21,0.29,1.6,0.039,24.0,92.0,3.27,0.5,11.2,6
